"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95"
"RossGeller","DAX","6 day",2021-10-27,-4.69343568614386,-0.873495528374172,0.192392844772839,1.31537371508378,4.07708998796754,1.5707119192518,0.313207380269783,1.22210372381299,1.37831907447896,0.383007306252029,0.125318903435787,0.684391277649909,1.37831907447896,FALSE,TRUE
"KyloRen","DAX","6 day",2021-10-27,-4.90107441297253,-0.863412539759306,0.22727789099604,1.32635830210888,4.67182601507395,1.5707119192518,0.323589316611216,1.21706222950555,1.34343402825576,0.366530425714379,0.155055704791108,0.681134340975603,1.34343402825576,FALSE,TRUE
"Yoda","DAX","6 day",2021-10-27,-3.77978544571511,-0.57097360044208,0.1857472443144,1.11398723479715,4.56110641518579,1.5707119192518,0.267524868248345,1.07084275984694,1.3849646749374,0.685087026681974,0.1495197247967,0.711587810902272,1.3849646749374,FALSE,TRUE
"ObiWanKenobi","DAX","6 day",2021-10-27,-2.83429857009111,-0.505455983931481,0.197165363239959,0.810815189616525,2.86357387877658,1.5707119192518,0.220250524467145,1.03808395159164,1.37354655601184,1.13984509445291,0.0646430979762391,0.767273844899955,1.37354655601184,FALSE,TRUE
"JabbaTheHutt","DAX","7 day",2021-10-27,-4.83031,-0.63322,0.34641,1.36839,4.09372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DougJudy","DAX","7 day",2021-10-27,-2.97130955316109,-0.697504835401069,0.495563010769582,1.68863085694023,3.96243557470026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KyloRen","DAX","7 day",2021-10-27,-5.14936308287293,-0.851410999990492,0.347531804921419,1.46211630636021,5.09628680566518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HanSolo","DAX","7 day",2021-10-27,-3.93501644053025,-1.042303879938,0.324122200354778,1.94689768380877,3.33816651411193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AryaStark","DAX","7 day",2021-10-27,-4.99247964954709,-0.988342716679914,0.245966353927943,1.34788471115994,3.61327023027347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joey","DAX","7 day",2021-10-27,-1.08317916023673,-0.225400362292794,0.366634942023139,1.13861241951412,3.58038361533034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GeneralGrievous","DAX","7 day",2021-10-27,-2.83726113428681,-0.796283747579831,0.274619340896606,1.34552242937304,3.38649981608002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mean_ensemble","DAX","7 day",2021-10-27,-3.43265967702593,-0.523507552384278,0.51205260941224,1.51230993019243,3.92747022771753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HotPie","DAX","7 day",2021-10-27,-3.79156629324613,-1.02513849914968,0.478817001716379,1.79471061227177,4.37095910818236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DexterJettster","DAX","7 day",2021-10-27,-2.60377642353261,-0.446004730207727,0.335185949158934,1.11401151785357,3.20454371441699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joffrey_Baratheon","DAX","7 day",2021-10-27,-5.90838782,-1.09030862,0.34452478,1.46369714,5.42284406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GinaLinetti","DAX","7 day",2021-10-27,2.229,3.101,3.89,4.574,5.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
