"model","forecast_date","target","horizon","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"ChandlerBing",2021-12-22,"DAX","6 day",-2.41720860166539,-0.734595630369917,0.14827325362989,1.0311421376297,2.71375510892517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ChandlerBing",2021-12-22,"DAX","7 day",-3.02456331568689,-0.966747543712388,0.11299066410706,1.19272887192651,3.25054464390101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DAX_benchmark",2021-12-22,"DAX","1 day",-2.71099410396365,-0.496172661875782,0.0706840095811678,0.65948147757644,2.43822167008952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DAX_benchmark",2021-12-22,"DAX","2 day",-3.93656249759128,-0.748017337438078,0.152264060287965,0.907244580165889,3.1329715130069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DAX_benchmark",2021-12-22,"DAX","5 day",-4.75944674725471,-0.849379110212389,0.163942978832576,1.1996376118808,3.89032640718187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DAX_benchmark",2021-12-22,"DAX","6 day",-5.24615804417818,-0.968345906220103,0.237449183918059,1.39631925115538,4.57407374600166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DAX_benchmark",2021-12-22,"DAX","7 day",-5.75308316717284,-1.09294845009975,0.380815682407221,1.49254094615712,5.19223708311003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DexterJettster",2021-12-22,"DAX","1 day",-3.02735549172807,-0.535077991872685,0.106432149603473,0.738011456707928,2.54035331753556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DexterJettster",2021-12-22,"DAX","2 day",-3.37236858463915,-0.5443149048447,0.0541824403827107,0.636056773774341,2.84382519036093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DexterJettster",2021-12-22,"DAX","5 day",-4.40740786337242,-0.81103402646141,0.14578755206589,1.13741440666257,3.75424080883707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DexterJettster",2021-12-22,"DAX","6 day",-4.84120454610143,-0.872031010195151,0.206157552541342,1.31837334988396,4.46894291766484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DexterJettster",2021-12-22,"DAX","7 day",-5.4392962018744,-1.04657105858754,0.334061721378554,1.43707492473499,4.7035606449535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DougJudy",2021-12-22,"DAX","1 day",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DougJudy",2021-12-22,"DAX","2 day",-3.66557850966938,-0.768704804479471,0.0847007181040835,0.942517318963905,3.6126052983839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DougJudy",2021-12-22,"DAX","5 day",-3.84696474496226,-0.437517026043629,0.572248994463854,1.5341818986648,4.61076690946557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DougJudy",2021-12-22,"DAX","6 day",-3.59713816813603,0.181599207336457,1.28785437120518,2.39446434203821,5.74604255004924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DougJudy",2021-12-22,"DAX","7 day",-4.77021312693704,-0.811522596672881,0.328691360451695,1.48664014814706,5.00099666484163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"GeneralGrievous",2021-12-22,"DAX","1 day",-0.17,0.06,0.17,0.29,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"GeneralGrievous",2021-12-22,"DAX","2 day",0.06,0.29,0.41,0.53,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"GeneralGrievous",2021-12-22,"DAX","5 day",0.6,0.83,0.95,1.07,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"GeneralGrievous",2021-12-22,"DAX","6 day",1,1.23,1.35,1.47,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"GeneralGrievous",2021-12-22,"DAX","7 day",1.62,1.85,1.97,2.09,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HanSolo",2021-12-22,"DAX","1 day",-3.22680422631007,-0.63223022592894,0.0976923597992136,0.934185456563193,2.53446427504136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HanSolo",2021-12-22,"DAX","2 day",-4.45065678653499,-0.887497677398299,0.14478493450127,1.29289060557336,3.58173398483468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HanSolo",2021-12-22,"DAX","5 day",-5.48769461930071,-1.06493782192423,0.178810657065381,1.58531278265238,4.32554017968745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HanSolo",2021-12-22,"DAX","6 day",-6.19584829041489,-1.20638430763999,0.210573432061615,1.76172999017251,5.01153507857853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HanSolo",2021-12-22,"DAX","7 day",-6.91318720220253,-1.36103794955846,0.240872157046103,1.94281112513876,5.53401082121658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HotPie",2021-12-22,"DAX","1 day",-1.5584758592322,-0.41945694147621,0.125649940909352,0.62518841017004,1.63213980618756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HotPie",2021-12-22,"DAX","2 day",-2.75263105172428,-1.01903773040917,0.405757544530547,1.46685306098701,2.77478555619755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HotPie",2021-12-22,"DAX","5 day",-3.5553921888104,-1.11668286654695,0.300977547225375,1.58455326927225,3.86355964735507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HotPie",2021-12-22,"DAX","6 day",-4.00640323770928,-1.28911269811972,0.291325818354653,1.73199799938765,4.48032157474192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HotPie",2021-12-22,"DAX","7 day",-4.43419488149412,-1.46522808522719,0.257393239725752,1.88805226406175,4.94974927534899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joey",2021-12-22,"DAX","1 day",-2.9338973,-1.7189381,-0.25514126,0.3952314,2.3316789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joey",2021-12-22,"DAX","2 day",-2.2054925,-1.44439536,0.023577034,1.46213785,2.3019445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joey",2021-12-22,"DAX","5 day",-3.089462,-1.509379,-0.45006898,0.7700074,3.5322495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joey",2021-12-22,"DAX","6 day",-5.525299,-2.3495131,0.5057112,2.4144864,3.8329701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joey",2021-12-22,"DAX","7 day",-5.891925,-2.5510894,0.5051613,1.5449748,3.97329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joffrey_Baratheon",2021-12-22,"DAX","1 day",-3.08379227381938,-0.875094598078926,0.048939913858904,0.932023515143875,2.69002085279902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joffrey_Baratheon",2021-12-22,"DAX","2 day",-4.5713282352059,-0.95833507964343,0.178571357048586,1.47605440699506,3.94662620164147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joffrey_Baratheon",2021-12-22,"DAX","5 day",-6.25010456156095,-1.34060539505245,0.270293857899648,1.74944194133685,4.39282448237195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joffrey_Baratheon",2021-12-22,"DAX","6 day",-6.88632438210968,-1.66392604217192,0.23979415805929,2.09773114261808,5.07622534094191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joffrey_Baratheon",2021-12-22,"DAX","7 day",-7.32832241101465,-2.11809333453312,0.297018159527647,2.35478857988398,5.93648664904675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"KyloRen",2021-12-22,"DAX","1 day",-2.62847713519405,-0.465174008439681,0.0836221978629551,0.659777823060824,2.31973245681129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"KyloRen",2021-12-22,"DAX","2 day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"KyloRen",2021-12-22,"DAX","5 day",-3.5787139069209,-0.69253546927848,0.142147681025153,0.917977560254956,3.13397548296989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"KyloRen",2021-12-22,"DAX","6 day",-4.37925046335393,-0.803988178062824,0.192987563255431,1.20019908815787,3.97698477677204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"KyloRen",2021-12-22,"DAX","7 day",-4.97378632564876,-0.912826483873455,0.248172585452084,1.38867953070102,4.53424217189652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"mean_ensemble",2021-12-22,"DAX","1 day",-2.24596258949781,-0.562894213808214,0.0690912136222966,0.664608941815647,2.11362813300197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"mean_ensemble",2021-12-22,"DAX","2 day",-3.07776599562233,-0.726737463759394,0.157865053825499,1.0417549842434,2.85976295902575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"mean_ensemble",2021-12-22,"DAX","5 day",-3.80066330578469,-0.717081920248061,0.303651601584683,1.3174827348591,3.61407646104548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"mean_ensemble",2021-12-22,"DAX","6 day",-4.36465220451548,-0.923169486604263,0.309886701473241,1.45869171633351,3.86311754483427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"mean_ensemble",2021-12-22,"DAX","7 day",-4.94591575509788,-1.12324546888091,0.384682969172573,1.61155836791305,4.36045617946005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"median_ensemble",2021-12-22,"DAX","1 day",-2.62847713519405,-0.551185627077631,0.076818920279843,0.659777823060824,2.43822167008952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"median_ensemble",2021-12-22,"DAX","2 day",-3.20996967647327,-0.781605684597499,0.144730448714361,0.983926075798568,2.98839835168391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"median_ensemble",2021-12-22,"DAX","5 day",-3.96020727923732,-0.849379110212389,0.249591332379815,1.19032305218194,3.74283527557711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"median_ensemble",2021-12-22,"DAX","6 day",-4.84120454610143,-0.968345906220103,0.237449183918059,1.39631925115538,3.8329701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"median_ensemble",2021-12-22,"DAX","7 day",-5.4392962018744,-1.09294845009975,0.349359387491135,1.50194588699606,4.53424217189652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ObiWanKenobi",2021-12-22,"DAX","1 day",-2.5022463257358,-0.592644123621277,0.0632859884874458,0.73582514300517,2.64645161110583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ObiWanKenobi",2021-12-22,"DAX","2 day",-2.64654807171793,-0.578647434826839,0.103229471002794,0.769715223734106,2.63177374791171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ObiWanKenobi",2021-12-22,"DAX","5 day",-2.50220231201117,-0.543000443728286,0.261026556557818,1.07548528183303,3.01303099705201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ObiWanKenobi",2021-12-22,"DAX","6 day",-2.26320489252125,-0.564048427354531,0.0808073658281147,0.739767192539399,2.29823769193611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ObiWanKenobi",2021-12-22,"DAX","7 day",-2.74548460240892,-0.438801448371385,0.416929097747595,1.25980413677841,3.3823745557795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PhoebeBuffay",2021-12-22,"DAX","1 day",-2.21985196549909,-0.595825717524083,-0.00231437100990164,0.599435588037799,1.84705827295368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PhoebeBuffay",2021-12-22,"DAX","2 day",-3.16114218390537,-0.847558398494262,0.144675962927453,0.915064967309382,2.62999925209686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PhoebeBuffay",2021-12-22,"DAX","5 day",-4.20395149205283,-1.05666181140998,0.130289574899351,1.19032305218194,3.10189020241897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PhoebeBuffay",2021-12-22,"DAX","6 day",-5.02258544998342,-1.12460925851321,0.156231991151103,1.4724977573102,3.76465694761299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PhoebeBuffay",2021-12-22,"DAX","7 day",-5.65294599677157,-1.33658362909677,0.349359387491135,1.64683010153608,4.03295637916299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"SamwellTarly",2021-12-22,"DAX","1 day",-0.827026664829093,-0.153904058720243,0.0025265106315153,0.217894716536279,0.754426195094538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"SamwellTarly",2021-12-22,"DAX","2 day",-1.08045166763441,-0.288062202020021,0.0081671370969793,0.362880519933381,1.34260817283866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"SamwellTarly",2021-12-22,"DAX","5 day",-2.64568785477685,-0.295534283987496,0.249591332379815,0.808963727104081,2.21008696504102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"SamwellTarly",2021-12-22,"DAX","6 day",-2.56650759191954,-0.454391879988968,0.290421652055759,1.01338101394041,2.47365178198149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"SamwellTarly",2021-12-22,"DAX","7 day",-2.94849661488727,-0.524808377616613,0.414054826922925,1.13881705141523,2.7483696275996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Shaggydog",2021-12-22,"DAX","1 day",-3.11161665122299,-0.857941963515954,0.127715343562366,0.854697493602798,3.12038911576018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Shaggydog",2021-12-22,"DAX","2 day",-4.2856453865576,-1.04226150800437,0.0983033001122987,1.43103073688409,3.80466960735671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Shaggydog",2021-12-22,"DAX","5 day",-6.16895405527786,-1.27851387388803,0.299863959689033,1.87288474901438,5.16804349819901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Shaggydog",2021-12-22,"DAX","6 day",-6.39870125936497,-1.53232831649376,0.268390129109699,1.7851061298311,5.33846766656642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Shaggydog",2021-12-22,"DAX","7 day",-7.65362398935335,-1.74072374008486,0.543165281564824,2.25779946094515,6.07098776768157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"UglyNakedGuy",2021-12-22,"DAX","1 day",-2.10973146010696,-0.445535296987828,0.0576823954867297,0.518552283237907,1.68306935354539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"UglyNakedGuy",2021-12-22,"DAX","2 day",-3.03983808592662,-0.701115001134957,0.0995803205768012,0.835718955791788,2.41611295167577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"UglyNakedGuy",2021-12-22,"DAX","5 day",-3.96020727923732,-0.898077539120482,0.164274566766943,1.16106261619055,3.13382845026611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"UglyNakedGuy",2021-12-22,"DAX","6 day",-4.48825218318511,-1.04348296116045,0.219370712773747,1.31423140417753,3.55658080809543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"UglyNakedGuy",2021-12-22,"DAX","7 day",-5.37136348570655,-1.13819555052288,0.26454322360011,1.50194588699606,4.06110513704644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Yoda",2021-12-22,"DAX","1 day",-1.57385222891388,-0.245692834782117,0.138592404159114,0.633467060630416,2.03798766363017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Yoda",2021-12-22,"DAX","2 day",-2.82383682976711,-0.383578699196652,0.285742224198469,0.922921776127881,2.33059522827314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Yoda",2021-12-22,"DAX","5 day",-4.07792432082313,-0.54155761017819,0.29260654749368,1.10846495797739,2.81975050663576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Yoda",2021-12-22,"DAX","6 day",-5.25579740898136,-0.691867729629716,0.346518642787268,1.20322439518955,2.93827634063285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Yoda",2021-12-22,"DAX","7 day",-6.02287231333529,-0.809736023089289,0.426705126616328,1.40253081833733,3.20458761922767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"AryaStark",2021-12-22,"wind","36 hour",4.19493104601354,8.46053741654002,10.7130368158503,12.9669867089406,17.2638731371031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Bronn",2021-12-22,"wind","36 hour",4.1686564114757,8.27647869400778,10.443748939656,12.6122206040723,16.7459918831878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"CaptainRaymondHolt",2021-12-22,"wind","36 hour",3.36245164872908,7.165153171404,9.26796626805061,12.1963306269051,16.9302413084429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ChandlerBing",2021-12-22,"wind","36 hour",1.60254937654888,7.32178533105445,10.3226747516313,13.3235641722081,19.0428001267137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DexterJettster",2021-12-22,"wind","36 hour",4.1686564114757,8.27647869400778,10.443748939656,12.6122206040723,16.7459918831878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DougJudy",2021-12-22,"wind","36 hour",4.72149144501558,8.32162557377961,10.2106199264526,12.0996142791257,15.6997484078897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"GeneralGrievous",2021-12-22,"wind","36 hour",10.55,12.21,12.85,13.5,15.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HanSolo",2021-12-22,"wind","36 hour",5.71383927789516,8.9555694119101,10.1651638218938,11.413184356642,14.9347955313651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HotPie",2021-12-22,"wind","36 hour",4.48664218546014,8.50734773880027,11.0219609938933,13.1151330605937,16.4325635363271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joey",2021-12-22,"wind","36 hour",7.92682960847919,9.64930566850014,10.7575998007335,12.2801533361268,13.9632191472349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joffrey_Baratheon",2021-12-22,"wind","36 hour",4.1686564114757,8.27647869400778,10.443748939656,12.6122206040723,16.7459918831878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"KyloRen",2021-12-22,"wind","36 hour",0.701874965,6.00870325,8.9400685,11.5270785,16.8917496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"mean_ensemble",2021-12-22,"wind","36 hour",4.62844523583836,8.27329669605813,10.1317569502848,12.1069896357829,15.8265090880893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"median_ensemble",2021-12-22,"wind","36 hour",4.18179372874462,8.27647869400778,10.4307715251782,12.5647995925881,16.7459918831878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ObiWanKenobi",2021-12-22,"wind","36 hour",2.52,7.56,9,11.16,14.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"PhoebeBuffay",2021-12-22,"wind","36 hour",5.24540770607225,8.85216491757824,10.6221620358739,12.5770276615771,16.7866389924706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"SamwellTarly",2021-12-22,"wind","36 hour",5.91291666666667,7.24,8.04526462071024,9.16092972724151,10.9845322529608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Shaggydog",2021-12-22,"wind","36 hour",4.02914493706708,8.17308015668122,10.3620826616259,12.552571523599,16.728540762516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"UglyNakedGuy",2021-12-22,"wind","36 hour",4.89154379644116,8.63326781487568,10.4177941107005,12.3811157423378,17.2935195428222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"wind_benchmark",2021-12-22,"wind","36 hour",5.866,7.025,7.72,8.825,10.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"wind_EMOS",2021-12-22,"wind","36 hour",4.1686564114757,8.27647869400778,10.443748939656,12.6122206040723,16.7459918831878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Yoda",2021-12-22,"wind","36 hour",4.1686564114757,8.27647869400778,10.443748939656,12.6122206040723,16.7459918831878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"AryaStark",2021-12-22,"wind","48 hour",3.69161470757919,9.00258952266763,11.8581118025826,14.7208615778382,20.182839777633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Bronn",2021-12-22,"wind","48 hour",2.17287976558539,7.77831852709124,11.0553718518113,14.3741692319963,20.734709302076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"CaptainRaymondHolt",2021-12-22,"wind","48 hour",4.93062829246696,10.0908870362147,11.204054027243,12.9191224229978,18.1927019399388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"ChandlerBing",2021-12-22,"wind","48 hour",2.16052728349511,8.01599450898501,11.0883646278755,14.1607347467659,20.0162019722558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DexterJettster",2021-12-22,"wind","48 hour",2.17287976558539,7.77831852709124,11.0553718518113,14.3741692319963,20.734709302076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"DougJudy",2021-12-22,"wind","48 hour",5.53796068085792,9.49228379915608,11.5671215057373,13.6419592123185,17.5962823306167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"GeneralGrievous",2021-12-22,"wind","48 hour",13.27,15.95,16.98,18.02,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HanSolo",2021-12-22,"wind","48 hour",7.49993873001979,12.3744694737707,14.4038329123856,16.2632963507417,21.1171775639687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"HotPie",2021-12-22,"wind","48 hour",5.04625618421646,9.3795704239868,11.4810475909339,13.454268465726,18.1671806345568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joey",2021-12-22,"wind","48 hour",5.98469076499274,8.56130135587028,11.2746264370755,13.2695427761159,16.3580062616087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"Joffrey_Baratheon",2021-12-22,"wind","48 hour",2.17287976558538,7.77831852709124,11.0553718518113,14.3741692319963,20.734709302076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"KyloRen",2021-12-22,"wind","48 hour",0.340951001,5.9319005,9.3819395,13.105768375,20.5344552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
