"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"HotPie","DAX","1 day",2022-02-02,-1.54984096564439,-0.406625585666044,0.105949613988105,0.636037083142034,1.67148501101169,-1.58351969172017,0.0656735158477711,1.76534115908119,1.68946930570828,1.1097783874311,0.162750235136593,0.958602520640986,1.68946930570828,FALSE,FALSE,FALSE
"DexterJettster","DAX","1 day",2022-02-02,-2.28770076108975,-0.350872989427753,0.109073715116637,0.655194436536899,1.9522063195631,-1.58351969172017,0.035209053468479,1.84897005343863,1.69259340683681,1.11935706412853,0.176786300564164,0.974583175687322,1.69259340683681,FALSE,TRUE,FALSE
"KyloRen","DAX","1 day",2022-02-02,-2.55046274710126,-0.438722401326513,0.0908733095477526,0.648484070596482,2.21002516269216,-1.58351969172017,0.0483471527690545,1.71719593559049,1.67439300126792,1.11600188115833,0.189677242720617,0.949123042701281,1.67439300126792,FALSE,TRUE,FALSE
"Yoda","DAX","1 day",2022-02-02,-2.01498728239599,-0.298136774643782,0.204150087328352,0.851618161633411,2.46489803314459,-1.58351969172017,0.0215733795337909,1.92807437561458,1.78766977904852,1.21756892667679,0.202420886243238,1.03146146942338,1.78766977904852,FALSE,TRUE,FALSE
"ObiWanKenobi","DAX","1 day",2022-02-02,-2.33126681356945,-0.457581224136605,0.137789379280465,0.693387932961537,2.18558273836157,-1.58351969172017,0.037387356092464,1.68890770137535,1.72130907100063,1.13845381234085,0.188455121504087,0.954902612462677,1.72130907100063,FALSE,TRUE,FALSE
"PhoebeBuffay","DAX","1 day",2022-02-02,-2.18886954388898,-0.56287579937093,0.134422518840661,0.951312021946918,2.83896300548682,-1.58351969172017,0.0302674926084405,1.53096583852386,1.71794221056083,1.26741585683354,0.22112413486035,0.953543106677405,1.71794221056083,FALSE,TRUE,FALSE
"Shaggydog","DAX","1 day",2022-02-02,-4.2573261176333,-1.20480861655571,-0.0210318359686356,1.20551584456851,3.01251272546736,-1.58351969172017,0.133690321295657,0.56806661274669,1.56248785575153,1.39451776814434,0.229801620859377,0.777712835759519,1.56248785575153,FALSE,TRUE,FALSE
"mean_ensemble","DAX","1 day",2022-02-02,-2.48713400568946,-0.597729454484476,0.127561749033105,0.917298289311571,2.49274524899864,-1.58351969172017,0.0451807156984645,1.47868535585354,1.71108144075327,1.25040899051587,0.203813247035941,0.937833949971418,1.71108144075327,FALSE,TRUE,FALSE
"median_ensemble","DAX","1 day",2022-02-02,-2.45083222797258,-0.528750012146389,0.107511664552371,0.858653286655315,2.39696542801489,-1.58351969172017,0.0433656268126205,1.58215451936067,1.69103135627254,1.22108648918774,0.199024255986753,0.947332449524066,1.69103135627254,FALSE,TRUE,FALSE
"SamwellTarly","DAX","1 day",2022-02-02,-2.93539696584984,-0.849183383877845,0.245455186204483,1.34009375628681,3.4263073382588,-1.58351969172017,0.0675938637064833,1.10150446176349,1.82897487792465,1.46180672400349,0.250491351498949,0.942074255779412,1.82897487792465,FALSE,TRUE,FALSE
"UglyNakedGuy","DAX","1 day",2022-02-02,-2.0795564600496,-0.233022041783959,0.350572922069354,0.865688411677219,2.16088021138047,-1.58351969172017,0.0248018384164715,2.02574647490432,1.93409261378952,1.22460405169869,0.187219995155032,1.07929299479281,1.93409261378952,FALSE,TRUE,FALSE
"ChandlerBing","DAX","2 day",2022-02-02,-2.72206526239986,-0.772058960078851,0.251111499968925,1.2742819600167,3.22428826233771,-3.34876113360085,1.22205694884193,3.865053260283,3.59987263356978,2.31152154680878,0.328652469796929,2.26543137186008,3.59987263356978,FALSE,FALSE,FALSE
"Bronn","DAX","2 day",2022-02-02,-3.62143281149492,-0.591972012817383,0.0897371414447976,0.661017220746637,2.15466390693648,-3.34876113360085,0.0136335838947033,4.1351836811752,3.43849827504565,2.00488917717374,0.275171252026867,1.97347519386323,3.43849827504565,FALSE,TRUE,FALSE
"CaptainRaymondHolt","DAX","2 day",2022-02-02,-2.57418140059371,-0.561142499165816,0.330823563259572,1.22062042546579,2.56192376074247,-3.34876113360085,1.51043047936394,4.18142795165255,3.67958469686043,2.28469077953332,0.295534244717167,2.39033363042548,3.67958469686043,FALSE,FALSE,FALSE
"DAX_benchmark","DAX","2 day",2022-02-02,-3.99325001816817,-0.732473649417953,0.165072327412297,0.928725326743685,3.1329715130069,-3.34876113360085,0.0322244442283659,3.92443122627435,3.51383346101315,2.13874323017227,0.324086632330388,1.9866637988037,3.51383346101315,FALSE,TRUE,FALSE
"DexterJettster","DAX","2 day",2022-02-02,-3.97905324475194,-0.603823613621035,0.129449974689955,0.975382815873171,3.86283118476632,-3.34876113360085,0.0315146055575544,4.11740627996973,3.47821110829081,2.16207197473701,0.360579615918359,2.02995671689469,3.47821110829081,FALSE,TRUE,FALSE
"AryaStark","DAX","2 day",2022-02-02,-2.89905882187579,-0.70548014456222,0.133068323082709,0.930542573724305,2.85710185657483,-3.34876113360085,0.876919507863873,3.96492148355795,3.48182945668356,2.13965185366258,0.310293149508784,2.15472309025535,3.48182945668356,FALSE,FALSE,FALSE
"GinaLinetti","DAX","2 day",2022-02-02,-4.649822,-2.40487,-0.03791007,2.32905,4.574002,-3.34876113360085,0.0650530433199574,1.41583670040128,3.31085106360085,2.83890556680043,0.396138156680043,1.60535690616051,3.31085106360085,FALSE,TRUE,FALSE
"ObiWanKenobi","DAX","2 day",2022-02-02,-2.05714949487074,-0.504404867016494,0.0558904240641761,0.6290897745016,2.24375861639903,-3.34876113360085,2.51864269552372,4.26653439987654,3.40465155766503,1.98892545405123,0.279625987499994,2.4916760189233,3.40465155766503,FALSE,FALSE,FALSE
"Joey","DAX","2 day",2022-02-02,-3.1341789,-0.79039056,0.30898193,1.216316,2.4399157,-3.34876113360085,0.418435355521662,3.83755586040128,3.65774306360085,2.28253856680043,0.289433841680043,2.09714133760085,3.65774306360085,FALSE,FALSE,FALSE
"DougJudy","DAX","2 day",2022-02-02,-4.50813855121968,-0.94195501060709,0.15362210640589,1.15333733616422,4.22212602285036,-3.34876113360085,0.0579688708809415,3.61020918449064,3.50238324000674,2.25104923488253,0.378544357822561,1.96003097761668,3.50238324000674,FALSE,TRUE,FALSE
"mean_ensemble","DAX","2 day",2022-02-02,-3.41226514452165,-0.685700625787059,0.24979752332864,1.18130123079214,3.21020613218246,-3.34876113360085,0.00317520054603986,3.99459076172069,3.59855865692949,2.2650311821965,0.327948363289166,2.03786083293638,3.59855865692949,FALSE,TRUE,FALSE
"HanSolo","DAX","2 day",2022-02-02,-3.93068231742889,-0.57081952487302,0.131999594179537,1.11725426995214,3.85794016597677,-3.34876113360085,0.0290960591914017,4.16691241309175,3.48076072778039,2.2330077017765,0.360335064978881,2.05402239336378,3.48076072778039,FALSE,TRUE,FALSE
"PhoebeBuffay","DAX","2 day",2022-02-02,-4.31747297804888,-1.17477932688846,0.0879013977072966,1.07492636926711,3.05258124152165,-3.34876113360085,0.0484355922224013,3.26097271006859,3.43666253130815,2.21184375143398,0.320067118756125,1.85559634075785,3.43666253130815,FALSE,TRUE,FALSE
"Joffrey_Baratheon","DAX","2 day",2022-02-02,-4.26120050503122,1.15966234283983,1.14405870696539,1.15831221878234,3.20805442000481,-3.34876113360085,0.0456219685715184,6.76263521466102,4.49281984056625,2.25353667619159,0.327840777680283,2.77649089553413,4.49281984056625,FALSE,TRUE,FALSE
"GeneralGrievous","DAX","2 day",2022-02-02,0.04,0.56,0.42,1.11,1.63,-3.34876113360085,6.60808421052166,5.86314170040128,3.76876113360085,2.22938056680043,0.248938056680043,3.74366113360085,3.76876113360085,FALSE,FALSE,FALSE
"median_ensemble","DAX","2 day",2022-02-02,-3.53126730879416,-0.68007258057873,0.159347216909094,1.14421419884413,3.09277637726427,-3.34876113360085,0.00912530875966537,4.00303282953318,3.50810835050995,2.24648766622249,0.322076875543256,2.01776620611371,3.50810835050995,FALSE,TRUE,FALSE
"HotPie","DAX","2 day",2022-02-02,-2.3442937387571,-0.801278728645534,0.279943449827306,1.13509106152404,2.36767807743955,-3.34876113360085,1.95871141994532,3.82122360743298,3.62870458342816,2.24192609756245,0.28582196055202,2.38727753378418,3.62870458342816,FALSE,FALSE,FALSE
"SamwellTarly","DAX","2 day",2022-02-02,-4.07801909743588,-1.15820143022771,0.373830123853497,1.9058616779347,4.82567934514287,-3.34876113360085,0.0364628981917512,3.28583955505972,3.72259125745435,2.62731140576778,0.408722023937186,2.01618542808216,3.72259125745435,FALSE,TRUE,FALSE
"KyloRen","DAX","2 day",2022-02-02,-3.44110180609341,-0.654665016595239,0.142508465692107,0.886815343639103,2.95008655144464,-3.34876113360085,0.00461703362462786,4.04114417550842,3.49126959929296,2.11778823861998,0.314942384252275,1.99395228625965,3.49126959929296,FALSE,TRUE,FALSE
"Yoda","DAX","2 day",2022-02-02,-2.79389784803969,-0.537217211320286,0.412260733659485,1.32413564274254,3.30403934675903,-3.34876113360085,1.08198340684426,4.21731588342085,3.76102186726034,2.3364483881717,0.332640024017994,2.34588191394303,3.76102186726034,FALSE,FALSE,FALSE
"Shaggydog","DAX","2 day",2022-02-02,-5.91481386155511,-1.43880991957489,0.046891900567642,1.3311843127348,4.78113199609318,-3.34876113360085,0.128302636397713,2.86492682103895,3.39565303416849,2.33997272316782,0.406494656484702,1.82706997425154,3.39565303416849,FALSE,TRUE,FALSE
"UglyNakedGuy","DAX","2 day",2022-02-02,-3.06549023266793,-0.489332383169031,0.376708873792213,1.26408028602991,2.95334867565254,-3.34876113360085,0.552378256819199,4.28914312564773,3.72547000739307,2.30642070981538,0.31510549046267,2.23770351802761,3.72547000739307,FALSE,FALSE,FALSE
"GinaLinetti","DAX","5 day",2022-02-02,-3.538651,-1.270092,1.121757,3.513607,5.782166,-2.642103575986,0.0448273712007001,2.058017363979,3.763860575986,3.077855287993,0.4212134787993,1.8731548155916,3.763860575986,FALSE,TRUE,FALSE
"ChandlerBing","DAX","5 day",2022-02-02,-2.12923316221298,-0.163955742158282,0.867227490226904,1.89841072261209,3.86368814266678,-2.642103575986,1.00009730685739,3.71722175074158,3.5093310662129,2.27025714929904,0.325289585932639,2.16443937180871,3.5093310662129,FALSE,FALSE,FALSE
"Bronn","DAX","5 day",2022-02-02,-4.05721771062683,-0.753712642639125,0.137474188248699,0.946214533579874,2.28991862104982,-2.642103575986,0.0707557067320418,2.83258640002031,2.7795777642347,1.79415905478294,0.246601109851791,1.54473600712436,2.7795777642347,FALSE,TRUE,FALSE
"HanSolo","DAX","5 day",2022-02-02,-4.57205656153167,-0.875614644739219,0.223881529986634,1.3504985687543,5.04597947993411,-2.642103575986,0.0964976492772838,2.64973339687017,2.86598510597263,1.99630107237015,0.384404152796006,1.59858427545725,2.86598510597263,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","5 day",2022-02-02,-4.87438472662191,-0.805625742830962,0.189690424830058,1.2261429013201,3.89032640718187,-2.642103575986,0.111614057531796,2.75471674973256,2.83179400081606,1.93412323865305,0.326621499158394,1.59177390917837,2.83179400081606,FALSE,TRUE,FALSE
"DougJudy","DAX","5 day",2022-02-02,-4.5109006989222,-0.53066696008873,0.643257196695747,1.7734282871036,5.06684809395264,-2.642103575986,0.0934398561468099,3.1671549238459,3.28536077268175,2.2077659315448,0.385447583496932,1.82783381354324,3.28536077268175,FALSE,TRUE,FALSE
"GeneralGrievous","DAX","5 day",2022-02-02,-0.53,0.25,0.33,1.07,1.86,-2.642103575986,4.1186019731727,4.338155363979,2.972103575986,1.856051787993,0.2251051787993,2.702003575986,2.972103575986,FALSE,FALSE,FALSE
"CaptainRaymondHolt","DAX","5 day",2022-02-02,-2.26707021385892,0.583676912081302,1.60383638349447,1.93884114168274,3.28021024470364,-2.642103575986,0.73131505614781,4.83867073210095,4.24593995948047,2.29047235883437,0.296115691034482,2.48050275951962,4.24593995948047,FALSE,FALSE,FALSE
"HotPie","DAX","5 day",2022-02-02,-3.16051479767516,-0.901744644837379,0.300174769820296,1.38620753236661,3.3719535974244,-2.642103575986,0.0259205610844581,2.61053839672293,2.9422783458063,2.0141555541763,0.30070285867052,1.5787191432921,2.9422783458063,FALSE,TRUE,FALSE
"DexterJettster","DAX","5 day",2022-02-02,-4.23073302730695,-0.680384773703435,0.185006111413166,1.05952871217138,4.00485691655331,-2.642103575986,0.0794314725660476,2.94257820342385,2.82710968739916,1.85081614407869,0.332348024626966,1.60645670641894,2.82710968739916,FALSE,TRUE,FALSE
"AryaStark","DAX","5 day",2022-02-02,-3.6747253128751,-0.736343009604715,0.322432881635927,1.35376065101813,3.69074844432321,-2.642103575986,0.0516310868444551,2.85864084957193,2.96453645762193,1.99793211350206,0.316642601015461,1.63787662171117,2.96453645762193,FALSE,TRUE,FALSE
"Yoda","DAX","5 day",2022-02-02,-4.66553514035573,-0.619687211330118,0.284012657809832,1.50611676302995,3.87645819354425,-2.642103575986,0.101171578218487,3.03362454698382,2.92611623379583,2.07411016950797,0.325928088476513,1.69219012339653,2.92611623379583,FALSE,TRUE,FALSE
"ObiWanKenobi","DAX","5 day",2022-02-02,-3.2683738892239,-0.579777907289911,0.286844268159996,0.98965438414124,3.29473154512996,-2.642103575986,0.031313515661895,3.09348850304413,2.92894784414599,1.81587898006362,0.296841756055798,1.63329411979429,2.92894784414599,FALSE,TRUE,FALSE
"Joey","DAX","5 day",2022-02-02,-3.917899,-0.9998572,0.18107137,0.99978864,3.1610546,-2.642103575986,0.0637897712007,2.463369563979,2.823174945986,1.820946107993,0.2901579087993,1.4922876595916,2.823174945986,FALSE,TRUE,FALSE
"Shaggydog","DAX","5 day",2022-02-02,-6.70430812163446,-1.23122031439963,0.460090560004051,1.92969124675723,5.8850196061963,-2.642103575986,0.203110227282423,2.11632489237955,3.10219413599005,2.28589741137161,0.426356159109115,1.62677656522655,3.10219413599005,FALSE,TRUE,FALSE
"mean_ensemble","DAX","5 day",2022-02-02,-4.06827194167416,-0.75455009055671,0.454232293784994,1.61154870443913,4.1831519873279,-2.642103575986,0.0713084182844081,2.83133022814393,3.09633586977099,2.12682614021256,0.341262778165695,1.69341268691552,3.09633586977099,FALSE,TRUE,FALSE
"median_ensemble","DAX","5 day",2022-02-02,-4.16494303131489,-0.747205386736922,0.293509518990146,1.36998409169237,3.80877221819307,-2.642103575986,0.0761419727664446,2.84234728387362,2.93561309497615,2.00604383383918,0.322543789708954,1.63653799503287,2.93561309497615,FALSE,TRUE,FALSE
"PhoebeBuffay","DAX","5 day",2022-02-02,-5.71893166012162,-1.5230926759382,0.249169140533347,1.38942598208171,3.71496476580479,-2.642103575986,0.153841404206781,1.6785163500717,2.89127271651935,2.01576477903385,0.31785341708954,1.41144973338424,2.89127271651935,FALSE,TRUE,FALSE
"Joffrey_Baratheon","DAX","5 day",2022-02-02,-4.92545374086679,-1.58382157987589,-0.249593245639522,1.26087595991342,5.31048708228557,-2.642103575986,0.114167508244039,1.58742299416516,2.39251033034648,1.95148976794971,0.397629532913579,1.28864402672379,2.39251033034648,FALSE,TRUE,FALSE
"UglyNakedGuy","DAX","5 day",2022-02-02,-4.09915303532284,-0.654752516432508,0.43591297882203,1.56210977430934,3.63645477062349,-2.642103575986,0.0728524729668421,2.98102658933024,3.07801655480803,2.10210667514767,0.313927917330475,1.70958604191665,3.07801655480803,FALSE,TRUE,FALSE
"SamwellTarly","DAX","5 day",2022-02-02,-6.22968500470662,-1.27363102651267,1.32681596837891,3.92726296327048,8.88331694146443,-2.642103575986,0.179379071436031,2.05270882421,3.96891954436491,3.28468326962824,0.576271025872522,2.01239234710234,3.96891954436491,FALSE,TRUE,FALSE
"KyloRen","DAX","5 day",2022-02-02,-4.29061202961948,-0.740698130834718,0.185584201279344,1.14940832467037,3.75385629371935,-2.642103575986,0.082425422681674,2.85210816772692,2.82768777726534,1.89575595032818,0.319797993485268,1.59555506229748,2.82768777726534,FALSE,TRUE,FALSE
"Bronn","DAX","6 day",2022-02-02,-4.29180836677351,-0.874689156548136,0.192552057930586,1.08405992708299,2.58274608156456,-2.4073488813249,0.0942229742724307,2.29898958716515,2.59990093925549,1.74570440420394,0.249504748144473,1.3976645306083,2.59990093925549,FALSE,TRUE,FALSE
"CaptainRaymondHolt","DAX","6 day",2022-02-02,-1.9477899728911,0.904767270207419,1.8256808107876,3.37796636230835,3.49524465384416,-2.4073488813249,0.896139871445904,4.96817422729848,4.2330296921125,2.89265762181662,0.295129676758453,2.65702621788639,4.2330296921125,FALSE,FALSE,FALSE
"AryaStark","DAX","6 day",2022-02-02,-3.84541823025435,-0.818703441426277,0.280536484385674,1.27973838652714,3.57985362546861,-2.4073488813249,0.0719034674464725,2.38296815984793,2.68788536571057,1.84354363392602,0.299360125339676,1.45713215045414,2.68788536571057,FALSE,TRUE,FALSE
"GinaLinetti","DAX","6 day",2022-02-02,-4.644897,-2.431469,-0.09774755,2.235974,4.449402,-2.4073488813249,0.111877405933755,0.0120600593375499,2.3096013313249,2.32166144066245,0.342837544066245,1.01960755626498,2.3096013313249,TRUE,TRUE,FALSE
"ChandlerBing","DAX","6 day",2022-02-02,-1.08492940062016,0.740082159026826,1.69766773957287,2.65525332011892,4.4802648797659,-2.4073488813249,2.57871798737424,4.72114656052759,4.10501662089777,2.53130110072191,0.344380688054541,2.85611259151521,4.10501662089777,FALSE,FALSE,FALSE
"Joey","DAX","6 day",2022-02-02,-4.156208,-2.17083,-0.4323338,1.5745993,3.228902,-2.4073488813249,0.087442955933755,0.35477832198735,1.9750150813249,1.99097409066245,0.281812544066245,0.93800459879494,1.9750150813249,FALSE,TRUE,FALSE
"DougJudy","DAX","6 day",2022-02-02,-4.19302320544421,-0.0566229589256375,1.21515930858165,2.3965404689483,5.97067014080781,-2.4073488813249,0.0892837162059657,3.52608888359889,3.62250818990655,2.4019446751366,0.418900951106636,2.01174528319093,3.62250818990655,FALSE,TRUE,FALSE
"mean_ensemble","DAX","6 day",2022-02-02,-4.25943663223226,-0.69744743369629,0.608894352464987,1.95218223991051,4.55368376014975,-2.4073488813249,0.092604387545368,2.56485217144292,3.01624323378989,2.1797655606177,0.348051632073733,1.64030339709392,3.01624323378989,FALSE,TRUE,FALSE
"HanSolo","DAX","6 day",2022-02-02,-4.63256411953936,-1.11158558534136,0.18349015985173,1.68681498739596,5.08551181188762,-2.4073488813249,0.111260761910723,1.94364494397532,2.59083904117663,2.04708193436043,0.374643034660626,1.41349394321675,2.59083904117663,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","6 day",2022-02-02,-5.23203014061953,-0.943220351276564,0.266771559641299,1.40780082227838,4.57407374600166,-2.4073488813249,0.141234062964732,2.1961927950725,2.6741204409662,1.90757485180164,0.349071131366328,1.45363865643428,2.6741204409662,FALSE,TRUE,FALSE
"Joffrey_Baratheon","DAX","6 day",2022-02-02,-5.19383894824062,-0.224531849581246,0.38386387865729,0.731712522789153,5.15247502661258,-2.4073488813249,0.139324503345786,3.27422554761548,2.79121275998219,1.56953070205703,0.377991195396874,1.63045694167947,2.79121275998219,FALSE,TRUE,FALSE
"GeneralGrievous","DAX","6 day",2022-02-02,-0.75,0.3,0.42,1.39,2.44,-2.4073488813249,3.23183031858356,4.06102332198735,2.8273488813249,1.89867444066245,0.242367444066245,2.4522488813249,2.8273488813249,FALSE,FALSE,FALSE
"median_ensemble","DAX","6 day",2022-02-02,-4.54857332281886,-0.86515336379023,0.273654022013487,1.59253747082459,4.31364544034655,-2.4073488813249,0.107061222074698,2.31329327630201,2.68100290333839,1.99994317607475,0.336049716083573,1.48747005877468,2.68100290333839,FALSE,TRUE,FALSE
"HotPie","DAX","6 day",2022-02-02,-3.59747939401967,-1.08432427636488,0.32689696390562,1.58172000251514,4.04696023133853,-2.4073488813249,0.0595065256347385,1.98453690744003,2.73424584523052,1.99453444192002,0.322715455633172,1.4191078351717,2.73424584523052,FALSE,TRUE,FALSE
"DexterJettster","DAX","6 day",2022-02-02,-4.98577237497198,-0.910068253950636,0.190396390577963,1.31196640106599,4.43093411191428,-2.4073488813249,0.128921174682354,2.2459209410614,2.59774527190286,1.85965764119545,0.341914149661959,1.4348318357008,2.59774527190286,FALSE,TRUE,FALSE
"KyloRen","DAX","6 day",2022-02-02,-4.82594588456138,-0.855617571032323,0.254259735339243,1.32993173164338,4.29534430135926,-2.4073488813249,0.120929850161824,2.32759696543887,2.66160861666414,1.86864030648414,0.335134659134208,1.46278207957664,2.66160861666414,FALSE,TRUE,FALSE
"Yoda","DAX","6 day",2022-02-02,-6.07914694772823,-0.547303684843805,0.434587954252604,1.60335493913404,3.67121378106303,-2.4073488813249,0.183589903320166,2.79006779472164,2.8419368355775,2.00535191022947,0.303928133119397,1.62497491539364,2.8419368355775,FALSE,TRUE,FALSE
"ObiWanKenobi","DAX","6 day",2022-02-02,-2.91256752828008,-0.567678579789007,0.171806290738291,0.864986134395364,2.43044125509053,-2.4073488813249,0.025260932347759,2.75950545230384,2.57915517206319,1.63616750786013,0.241889506820772,1.44839571427914,2.57915517206319,FALSE,TRUE,FALSE
"PhoebeBuffay","DAX","6 day",2022-02-02,-5.90294460146048,-1.65328549804517,0.129280882249709,1.66359709182268,4.27350356213675,-2.4073488813249,0.174779786006779,1.13109507491959,2.53662976357461,2.03547298657379,0.334042622173083,1.24240404664957,2.53662976357461,FALSE,TRUE,FALSE
"Shaggydog","DAX","6 day",2022-02-02,-7.14577110620664,-1.76884703106093,0.250839787331353,2.05591834233765,6.0351110846405,-2.4073488813249,0.236921111244087,0.957752775395962,2.65818866865625,2.23163361183128,0.42212299829827,1.30132383308517,2.65818866865625,FALSE,TRUE,FALSE
"UglyNakedGuy","DAX","6 day",2022-02-02,-5.30201489693544,-0.979942686104364,0.456931493462762,1.86213807491012,4.33194657933385,-2.4073488813249,0.144733300780527,2.1411092928308,2.86428037478766,2.13474347811751,0.336964773032938,1.52436624390989,2.86428037478766,FALSE,TRUE,FALSE
"SamwellTarly","DAX","6 day",2022-02-02,-4.46458252609837,1.10492182113027,4.02724690203348,6.94957198293669,12.5190763301653,-2.4073488813249,0.102861682238673,5.26840605368276,6.43459578335838,4.67846043213079,0.746321260574512,3.44612904239702,6.43459578335838,FALSE,TRUE,FALSE
"Bronn","DAX","7 day",2022-02-02,-4.73502840138157,-1.08977561139982,0.251790226541905,1.29627290814383,2.83542815722643,-0.847449760245844,0.194378932056786,0.121162925576989,1.09923998678775,1.07186133419483,0.184143895873614,0.534157414897995,1.09923998678775,TRUE,TRUE,FALSE
"ChandlerBing","DAX","7 day",2022-02-02,-3.39356259740771,-1.02583006720396,0.216521805872105,1.45887367894817,3.82660620915192,-0.847449760245844,0.127305641858093,0.0891901534790602,1.06397156611795,1.15316171959701,0.233702798469888,0.5334663759044,1.06397156611795,TRUE,TRUE,FALSE
"DougJudy","DAX","7 day",2022-02-02,-5.63078187848549,-0.974397678010897,0.534073600799696,1.80706399832405,5.81981504211583,-0.847449760245844,0.239166605911982,0.0634739588825265,1.38152336104554,1.32725687928494,0.333363240118084,0.668956809048615,1.38152336104554,TRUE,TRUE,FALSE
"GeneralGrievous","DAX","7 day",2022-02-02,-1.01,0.3,0.49,1.67,2.97,-0.847449760245844,0.00812751198770779,1.72117464036877,1.33744976024584,1.25872488012292,0.190872488012292,0.903269856147507,1.33744976024584,FALSE,TRUE,FALSE
"CaptainRaymondHolt","DAX","7 day",2022-02-02,-2.17008473752072,1.03118325084366,1.53122324497207,2.27192951379723,3.59079163669318,-0.847449760245844,0.0661317488637438,2.81794951663426,2.37867300521791,1.55968963702154,0.221912069846951,1.40887119551688,2.37867300521791,FALSE,TRUE,FALSE
"DAX_benchmark","DAX","7 day",2022-02-02,-5.68339019538087,-1.0763342097118,0.399092643081911,1.50739517001961,5.19223708311003,-0.847449760245844,0.241797021756751,0.114442224732978,1.24654240332776,1.17742246513273,0.301984342167794,0.616437691423601,1.24654240332776,TRUE,TRUE,FALSE
"DexterJettster","DAX","7 day",2022-02-02,-5.73433168591606,-1.10099591875388,0.371602382081182,1.4921869311447,4.83059511313377,-0.847449760245844,0.244344096283511,0.126773079254018,1.21905214232703,1.16981834569527,0.283902243668981,0.608777981445762,1.21905214232703,TRUE,TRUE,FALSE
