"model","target","horizon","forecast_date","q0.025","q0.25","q0.5","q0.75","q0.975","value","qscore_q0.025","qscore_q0.25","qscore_q0.5","qscore_q0.75","qscore_q0.975","mean_qscore","ae","interval_coverage_0.5","interval_coverage_0.95","scores_imputed"
"AryaStark","DAX","1 day",2022-02-09,-3.01351570839366,-0.714387496423309,0.0810396902505263,0.836992599065197,2.87738202378593,0.0544397627882276,0.153397773559094,0.384413629605768,0.0265999274622987,0.391276418138485,0.141147113049885,0.219366972363106,0.0265999274622987,TRUE,TRUE,FALSE
"GinaLinetti","DAX","1 day",2022-02-09,-4.649822,-2.40487,-0.03791007,2.32905,4.574002,0.0544397627882276,0.235213088139411,1.22965488139411,0.0923498327882276,1.13730511860589,0.225978111860589,0.584100206557646,0.0923498327882276,TRUE,TRUE,FALSE
"ChandlerBing","DAX","1 day",2022-02-09,-2.01015721984372,-0.659206245616675,0.0496392222962406,0.758484690209156,2.1094356644362,0.0544397627882276,0.103229849131597,0.356823004202451,0.004800540491987,0.352022463710464,0.102749795082399,0.18392513052378,0.004800540491987,TRUE,TRUE,FALSE
"Joey","DAX","1 day",2022-02-09,-1.23376372427511,0.141856203418744,0.87229682387377,1.59890279166947,3.05324625498531,0.0544397627882276,0.0644101743531669,0.131124660945775,0.817857061085542,0.772231514440621,0.149940324609854,0.387112747086992,0.817857061085542,FALSE,TRUE,FALSE
"DougJudy","DAX","1 day",2022-02-09,-3.71579097339279,-0.783395603451229,0.105063568289177,0.96885845403639,3.62448062884314,0.0544397627882276,0.188511536809051,0.418917683119728,0.0506238055009493,0.457209345624081,0.178502043302746,0.258752882871311,0.0506238055009493,TRUE,TRUE,FALSE
"Bronn","DAX","1 day",2022-02-09,-2.42924505104177,-0.830152606991494,-0.0508820932711654,0.887256419551133,2.58893013199523,0.0544397627882276,0.1241842406915,0.442296184889861,0.105321856059393,0.416408328381453,0.12672451846035,0.242987025696511,0.105321856059393,TRUE,TRUE,FALSE
"HanSolo","DAX","1 day",2022-02-09,-2.60232799871956,-0.336888429269328,0.0793432867621891,0.711174674853902,2.21687602700786,0.0544397627882276,0.132838388075389,0.195664096028778,0.0249035239739615,0.328367456032837,0.108121813210981,0.157979055464389,0.0249035239739615,TRUE,TRUE,FALSE
"DAX_benchmark","DAX","1 day",2022-02-09,-2.7781019292039,-0.485396555504147,0.0856357223232962,0.672571831317192,2.43822167008952,0.0544397627882276,0.141627084599606,0.269918159146187,0.0311959595350686,0.309066034264482,0.119189095365065,0.174199266582082,0.0311959595350686,TRUE,TRUE,FALSE
"Joffrey_Baratheon","DAX","1 day",2022-02-09,-2.68538090172157,-0.546874144316487,0.289715668418254,0.87485445021741,2.25061651129874,0.0544397627882276,0.13699103322549,0.300656953552357,0.235275905630026,0.410207343714591,0.109808837425526,0.238588014709598,0.235275905630026,TRUE,TRUE,FALSE
"GeneralGrievous","DAX","1 day",2022-02-09,-0.04,0.21,0.17,0.46,0.71,0.0544397627882276,0.00472198813941138,0.233340355817659,0.115560237211772,0.202780118605886,0.0327780118605886,0.117836142327063,0.115560237211772,FALSE,TRUE,FALSE
"CaptainRaymondHolt","DAX","1 day",2022-02-09,-2.73727166797543,-0.778365186005278,0.122498197925623,1.41602875618406,2.94786150699491,0.0544397627882276,0.139585571538183,0.416402474396753,0.0680584351373953,0.680794496697915,0.144671087210334,0.289902412996116,0.0680584351373953,TRUE,TRUE,FALSE
"HotPie","DAX","1 day",2022-02-09,-1.49040882084775,-0.472204050272684,0.0886840531627969,0.677389167191369,1.57230388004018,0.0544397627882276,0.0772424291817989,0.263321906530456,0.0342442903745693,0.311474702201571,0.0758932058625977,0.152435306830198,0.0342442903745693,TRUE,TRUE,FALSE
"DexterJettster","DAX","1 day",2022-02-09,-1.91439673374376,-0.345042987051603,0.114749717870222,0.650546910160621,1.69363545933749,0.0544397627882276,0.0984418248265994,0.199741374919915,0.0603099550819944,0.298053573686197,0.0819597848274632,0.147701302668434,0.0603099550819944,TRUE,TRUE,FALSE
"KyloRen","DAX","1 day",2022-02-09,-2.75046742659789,-0.490587568443069,0.0929759475888168,0.687314790397889,2.37474351736718,0.0544397627882276,0.140245359469306,0.272513665615648,0.0385361848005892,0.316437513804831,0.116015187728948,0.176749582283864,0.0385361848005892,TRUE,TRUE,FALSE
"Yoda","DAX","1 day",2022-02-09,-1.77347377469252,-0.38705073149803,0.0754912076357448,0.652576025872357,2.20934053917992,0.0544397627882276,0.0913956768740374,0.220745247143129,0.0210514448475172,0.299068131542065,0.107745038819585,0.148001107845267,0.0210514448475172,TRUE,TRUE,FALSE
"ObiWanKenobi","DAX","1 day",2022-02-09,-2.16146794807725,-0.249256914241649,0.33906434044702,1.01400315176795,2.87704776155648,0.0544397627882276,0.110795385543274,0.151848338514938,0.284624577658792,0.479781694489861,0.141130399938413,0.233636079229056,0.284624577658792,TRUE,TRUE,FALSE
"PhoebeBuffay","DAX","1 day",2022-02-09,-2.18193368949473,-0.620033792321959,0.0402757003925724,0.724563681419663,2.24944022522922,0.0544397627882276,0.111818672614148,0.337236777555093,0.0141640623956552,0.335061959315718,0.10975002312205,0.181606299000533,0.0141640623956552,TRUE,TRUE,FALSE
"Shaggydog","DAX","1 day",2022-02-09,-1.40847633330039,-0.847192677592971,-0.660889387130737,-0.474586096668503,0.0866975590389147,0.0544397627882276,0.0731458048044309,0.450816220190599,0.715329149918965,0.793538789185097,0.00161288981253436,0.406888570782325,0.715329149918965,FALSE,TRUE,FALSE
"mean_ensemble","DAX","1 day",2022-02-09,-2.3431744346058,-0.602284886650601,0.0977044616283657,0.852882774119086,2.36996274225219,0.0544397627882276,0.119880709869701,0.328362324719414,0.0432646988401381,0.399221505665429,0.115776148973198,0.201301077613576,0.0432646988401381,TRUE,TRUE,FALSE
"median_ensemble","DAX","1 day",2022-02-09,-2.32527678492125,-0.532802500348133,0.0879219704529217,0.751502863522806,2.34268525276685,0.0544397627882276,0.118985827385474,0.29362113156818,0.0334822076646941,0.348531550367289,0.114412274498931,0.181806598296914,0.0334822076646941,TRUE,TRUE,FALSE
"SamwellTarly","DAX","1 day",2022-02-09,-3.55659714945861,-1.46469224406666,-0.367067430301452,0.730557383463756,2.82246228885571,0.0544397627882276,0.180551845612342,0.759566003427444,0.421507193089679,0.338058810337764,0.138401126303374,0.367616995754121,0.421507193089679,TRUE,TRUE,FALSE
"UglyNakedGuy","DAX","1 day",2022-02-09,-1.76668494070459,-0.0615319702887797,0.474407517353772,0.984317456227591,2.17708617397261,0.0544397627882276,0.0910562351746409,0.0579858665385036,0.419967754565544,0.464938846719682,0.106132320559219,0.228016204711518,0.419967754565544,TRUE,TRUE,FALSE
"ChandlerBing","DAX","2 day",2022-02-09,-3.34376290761632,-1.03415201176179,0.177703375592655,1.3895587629471,3.69916965880163,-0.368133265455128,0.14878148210806,0.33300937315333,0.545836641047784,0.878846014201114,0.203365146212838,0.421967731344625,0.545836641047784,TRUE,TRUE,FALSE
"Bronn","DAX","2 day",2022-02-09,-2.27624563157342,-0.0724104035542482,1.17510775645946,2.45848250311742,4.81634805696476,-0.368133265455128,0.0954056183059147,0.44358429285132,1.54324102191459,1.41330788428627,0.259224066120995,0.750952576695819,1.54324102191459,FALSE,TRUE,FALSE
